# RYA branch cleanup 2026-08-27T18:43:47Z — every branch below was an ANCESTOR of origin/main
# (its commits are IN main), not checked out in any worktree, and untouched for >3 days.
# Recover any of them with:  git branch <name> <sha>  &&  git push origin <name>
branch,sha,last_commit_date,subject
ryandamienschmitt/rya-551-build-complete-sr-ii-synthesis-measurement-4077421541614305,503d5724b5d616f4f724435ddccce890ced97d84,2026-07-14,"RYA-551: complete Sr II synthesis measurement + suppress raw-EW channe"
ryandamienschmitt/rya-552-fix-physics_regime_rya400yaml-ti-entry-stale-still-reads,1aadb9d391d3125caec43672bd893233f26d14b5,2026-07-14,"RYA-552: sync physics_regime map Ti entry to Mallinson2024 (clear the "
ryandamienschmitt/rya-559-barium-ba-ii-wire-the-synthesis-korotin2015-nlte-route,564824a436b7864ac87f69a5e910aa20ca88aa44,2026-07-18,"RYA-559: wire Ba II 5853 synthesis + Korotin2015 NLTE -> Ba lands 2.41"
ryandamienschmitt/rya-565-europium-eu-ii-adjudicate-lte-synthesis-value-vs-honest,ef2baee28fa7a0e5f01cc69c26217460d63aeb16,2026-08-08,"Merge main into RYA-565 — regenerate tracker, resolve register to v30"
ryandamienschmitt/rya-581-barium-ba-ii-deblend-re-measure-in-window-blend-fit,d82556ed4ebf07162a28bfb36ee78efec5c0795c,2026-08-08,"Merge branch 'main' into ryandamienschmitt/rya-581-barium-ba-ii-deblen"
ryandamienschmitt/rya-585-zirconium-zr-ii-in-window-blend-fit-rescue-model-the-blends,f19fdbfcae4a23d526955f0a20c60371b37aa194,2026-08-07,"RYA-585: Sirius deblend results — blend systematic fixed, Zr still owe"
ryandamienschmitt/rya-632-build-results-ledger-consistency-guard,d8a27d3839a14ca7c0ab59b5722120dd3dc38b3b,2026-08-07,"RYA-632: read the zero-survivor claim from RYA-653's shared tripwire m"
ryandamienschmitt/rya-642-docs-rebuild-exoplanetcodex-readme-and-reproducible-quick,8ede6474ecdaef56215e4d9992e3f2f6f380e5ff,2026-07-27,"Merge remote-tracking branch 'origin/ryandamienschmitt/rya-642-docs-re"
ryandamienschmitt/rya-643-restframe-gsig-lineage,97485e97768b421c53d70101915228ec4b16747c,2026-07-27,"RYA-643: single-source the rest-frame + gsig fix — lineage was FOUR co"
ryandamienschmitt/rya-652-build-canonical-instrument-and-data-source-catalog-for,b3d181bd68de522e9a5a9f2c8e33d7a7595a9185,2026-07-27,"RYA-652 add mode and holdings catalog joins"
ryandamienschmitt/rya-653-fix-port-rya-596-blank-cause-honesty-tripwire-to-the-gold,aa560887dca6bf7fe2fec81c33d36d6337ee4554,2026-08-06,"[RYA-653] Share the RYA-596 blank-cause tripwire with the gold builder"
ryandamienschmitt/rya-654-build-generate-element_status_tracker-from-canonical-phase_c,f5c9536c25f047a55e8905c84709c76de2c8afe0,2026-08-07,"RYA-654: generate the element status tracker + adjudicate the GET-DATA"
ryandamienschmitt/rya-659-infra-sync-codex_state_register-to-v23-rya-556652-ledgersmd,a656b381699decc9e6a18d6a23b8743577c01e45,2026-08-04,"[RYA-659] Pin PR mode (--since-main) in the freshness-guard tests"
ryandamienschmitt/rya-660-register-sirius-storage-risk,6aa250edc7783dd2b9030b1f0eb76cb19d4c1676,2026-08-07,"Merge branch 'main' into ryandamienschmitt/rya-660-register-sirius-sto"
ryandamienschmitt/rya-663-build-generated-per-element-disposition-report-pre-527,bf04969f067fd50d219432980d879709fe8dae7f,2026-08-07,"RYA-663: generated per-element disposition report — the pre-527 stragg"
ryandamienschmitt/rya-664-fix-populate-the-empty-gate-block-in-na_gerber2023provjson,9bf6da0b860ff75fd50604dec240b9eb572d904b,2026-08-07,"RYA-664: regenerate the RYA-663 disposition report (Na gate 1 now read"
ryandamienschmitt/rya-665-freeze-gold-v3-from-rya653-candidate,1f0b13bf225f31758221f010ba4dfb7555aa3bc6,2026-08-07,"RYA-665: freeze gold v3 from the RYA-653 corrected candidate (pre-527 "
ryandamienschmitt/rya-666-sequence-md-narrative-log,958979bc94e1367004dc8838dbd16c3feceff001,2026-08-07,"RYA-666: add SEQUENCE.md narrative log + wire as LEDGERS.md read-set m"
ryandamienschmitt/rya-668-spp-framework-doc,e88980b27a61b89375cb6dc9581e11eaa72b7c3f,2026-08-07,"RYA-668: Science Product Package (SPP) framework doc"
ryandamienschmitt/rya-669-run-rya-527-phase-2-fresh-two-engine-re-emit-on-post-v28,e9d998cd64c73d3b22e3936f66a9d030fa2f5a31,2026-08-07,"Merge branch 'main' into ryandamienschmitt/rya-669-run-rya-527-phase-2"
ryandamienschmitt/rya-673-audit-engine-b-wiring-across-all-27-elements-discovery-pass,19c7441550b5f997bdc71c337bd424a472682d38,2026-08-07,"RYA-673: correct the counts after the Mg fix"
ryandamienschmitt/rya-674-harden-ratified-constraint-re-check-discipline-boolean,0c2fab59793c74236e5635b80ea6fb15f83cecba,2026-08-08,"Merge remote-tracking branch 'origin/main' into ryandamienschmitt/rya-"
ryandamienschmitt/rya-675-narrow-disposition-report-staleness-detector-separate,582f644ed00c465a2be50fa14bb702ac6951153a,2026-08-08,"RYA-675: register v36 + SEQUENCE.md"
ryandamienschmitt/rya-676-arch-refinement-debt-architecture-registry-ssot-tracker,7275108f3116e14525ebafb1206929a921930ead,2026-08-08,"Merge branch 'main' into ryandamienschmitt/rya-676-arch-refinement-deb"
ryandamienschmitt/rya-679-fix-ratify-one-reliability-rchi2-ceiling-converge-the,7c6fc072995566af0809736c37ea285a979f7d97,2026-08-08,"Merge main into RYA-679 — renumber to v34, keep both SEQUENCE entries"
ryandamienschmitt/rya-680-wire-co-ba-engine-b-plus-reliable-contract,6f367e8c9eb438b106957ce49abbfb3f3fb748e2,2026-08-08,"RYA-680: correct the now-false phase_c gate-3 note for Ba; register v3"
ryandamienschmitt/rya-681-critical-harden-the-rya-553-fe-1d3d-idempotency-guard-close,0d95456ff7e88a6989641dd9192320912ea0e2d7,2026-08-08,"Merge branch 'main' into ryandamienschmitt/rya-681-critical-harden-the"
ryandamienschmitt/rya-682-numpy-ceiling,e3ab5ef8a010256fef1211188f5714576aacf3d5,2026-08-08,"RYA-682: ceiling numpy below the iSpec break (numpy>=1.26.0,<2.3)"
ryandamienschmitt/rya-684-investigate-isotope-fraction-double-application-in-the,4ea5836ed054987c042791600235977e9bca5750,2026-08-08,"Merge main into RYA-684 — renumber to v32, add the missing changelog r"
ryandamienschmitt/rya-686-convention-ci-a-result-json-must-not-land-without-its,97ac0e1431a8f0b66f7908d3b6b3bcc278e6a963,2026-08-08,"RYA-686: add the Eu manifest entry after RYA-565 landed"
ryandamienschmitt/rya-690-fix-codex_state_registermd-carries-two-version-header-lines,af8336e9ec1622c294870625bd0b7caf089ec853,2026-08-08,"Merge main into RYA-690 — reconcile the version numbers this ticket ex"
ryandamienschmitt/rya-692-lte-only-by-design-vs-no-model-atom,86edd3a8c001607d736150f96126cb3e6ab86853,2026-08-08,"RYA-692: bump register v37 + SEQUENCE — the freshness guard was right"
ryandamienschmitt/rya-693-finish-engine-wiring-and-reemit,cfeb87d74f6a318eb85158203687c256b23636db,2026-08-08,"RYA-695: name the run summary for its emission, not RYA-669's phase"
ryandamienschmitt/rya-694-add-eps-eri-to-systems-catalog,4a9fbbed6aa1e8212bb4c03fc44c25aade97a69a,2026-08-08,"RYA-694: bump register v43 + SEQUENCE — freshness guard was right (aga"
ryandamienschmitt/rya-699-ratify-reliability-and-home-the-brief-skill,55bcbd11898b51deda4c7c20f9f6ad894cfacdb9,2026-08-08,"Merge branch 'ryandamienschmitt/rya-702-ratified-run-order' into ryand"
ryandamienschmitt/rya-699-registry-targets-and-runorder,d09f5f2b1623dd29dc6511ddabca2ee895de98e7,2026-08-08,"Merge origin/main into RYA-699"
ryandamienschmitt/rya-700-ratified-run-order,8c177715021883d0d8b463551010498e21c14db1,2026-08-08,"RYA-700: register v45 + SEQUENCE"
ryandamienschmitt/rya-701-registry-rehoming,4834914d8e4a9ada1248c096d08b92a9ddde3113,2026-08-08,"RYA-701: regenerate the tracker, and correct two short_labels that sti"
ryandamienschmitt/rya-702-ratified-run-order,a47cc993e3d57a0f168ff1eac3415764392dd71c,2026-08-08,"Merge branch 'ryandamienschmitt/rya-701-registry-rehoming' into ryanda"
ryandamienschmitt/rya-705-ticket-state-reconcile,3e7c457aae6272bd5f421d6f7ae64bd0209ebae6,2026-08-08,"RYA-705: make the refinement-debt gate true — In Progress rows were co"
ryandamienschmitt/rya-706-stage2-ledger,ad171de2f12de64f04a099a400d89de1b4ee0523,2026-08-09,"RYA-706/707: Al is NOT a data gap — IAG covers its best lines, and the"
ryandamienschmitt/rya-706-unmeasured-line-proof,63758022157624a665654c6a40c6ec5d778cae4d,2026-08-08,"RYA-707: the appendix is an audit that finds solutions; renumber off 7"
ryandamienschmitt/rya-708-coverage-service,2dca36be1969d8715a3ec4266d6c849ddddf4449,2026-08-09,"RYA-708: Mg cross-instrument spot check — the instruments disagree by "
ryandamienschmitt/rya-711-element-protocol-doc,9b0ee4b61bfc57d18eef1d1cfa326d608509d208,2026-08-18,"RYA-711: the element protocol lands, and gains the rule that would hav"
ryandamienschmitt/rya-711-grade-subject-and-derivation,40b1ce1e8b758ef957b4ed694dea6f49a1a94ea5,2026-08-12,"RYA-711 items 1+2: the grade names its subject, and the >25% gf cut is"
ryandamienschmitt/rya-716-litscan-findings-al-solar-photospheric-uvvisir-audit,7d9b9a35a9a0e4cbf85f84312280b826ac5e85d6,2026-08-11,"RYA-716: correct the driver docstring — RYA-774 landed the band harnes"
ryandamienschmitt/rya-759-nearuv-fe-product,a275ac0048f347e7cde76747731089f8d1dae9f0,2026-08-15,"RYA-759: A(Fe I) near-UV 1D-LTE = 7.487 +/- 0.120 (n=40, 3000-3780 A) "
ryandamienschmitt/rya-759-open-the-gate,8484be09288157cf248f1db22b3bfd70f20b560a,2026-08-14,"RYA-759: retract a false register claim, and open the near-UV gate — P"
ryandamienschmitt/rya-760-lever-1-fe-ir-gf-tier,ad2f4a70f2fef5ee56ebb1f020ceeeccb4edc5a8,2026-08-11,"RYA-760: we don't need NIST — and neither NIST nor VALD can referee FM"
ryandamienschmitt/rya-761-lever-2-recover-the-290-quarantined-fe-ir-measurements-185,b56528b365bd1b2d8ece525bf7c36525f1817022,2026-08-11,"RYA-761: two-component blend fitting — the separability floor is a cat"
ryandamienschmitt/rya-762-fe-ir-band-inventory,1248ba318698fa217ed34fbb8e6e20dd12147e12,2026-08-15,"RYA-762: register v78 + SEQUENCE — inventory banked, Pa-beta caveat re"
ryandamienschmitt/rya-763-lever-4-engine-a-ir-coverage-is-intrinsically-thin-mpia,3ac7de3bd0cc167d022669ef24cea9fc03a9a61f,2026-08-11,"RYA-763: ask MPIA directly — Engine A thins in the IR but does not sto"
ryandamienschmitt/rya-764-engine-b-overlap,7c3c841237f53c602c254d450ed5651e366d5508,2026-08-13,"RYA-764 scope 3: the Engine-A n Engine-B overlap is 6 -> 36 in the IR,"
ryandamienschmitt/rya-764-lever-5-extend-engine-b-ges-carries-14280-level-identified,fd2c23977ee03cc389f5528c96ae3171cd184469,2026-08-11,"RYA-764: resolve the 29->14 — step 4 is not the filter, and 14 is an E"
ryandamienschmitt/rya-765-build-intake-debug-tracer-the-rya-318-diagnostics-mvp-local,a2f413f575404dfefad67c67c6d7a1e27f031acd,2026-08-10,"RYA-765: intake debug tracer -- the RYA-318 diagnostics MVP, wired to "
ryandamienschmitt/rya-767-run-descriptor,15c509cfc3d2da58eeed6369868c9c23cda1c3c5,2026-08-21,"[RYA-941] plan executor with local and qwen drivers"
ryandamienschmitt/rya-768-fix-two-engine-species-artifact-sort-key-is-not-a-total,c87390d332eacd596ec1a17948597a6d3e504f9d,2026-08-10,"RYA-768: make the two-engine species artifact row order a TOTAL order"
ryandamienschmitt/rya-770-adapter-optical-control,365082cfa6475722408f7c851331785f1a5ebbe9,2026-08-11,"RYA-770: the synthesis adapter passes the optical control -- TWO defec"
ryandamienschmitt/rya-772-cleanup-759-branch-carries-710713-ir-artifacts-main-was,c3c44ae986864a9d08a31b66ecafcb23075bc0fb,2026-08-10,"RYA-772: re-cut RYA-759 off main -- near-UV only, no 710/713 cargo"
ryandamienschmitt/rya-773-al-departure-grid-doublet,769b320e0dedfcbdca99b121282affd91b702838,2026-08-11,"RYA-773: extend the Al departure grid to the clean doublet -- the leve"
ryandamienschmitt/rya-774-extract-land-the-shared-band-measurement-harnesses,ad51568be97df3175cc311218e6eee5a79b27e72,2026-08-10,"RYA-774: land the shared band-measurement harnesses on main (verbatim "
ryandamienschmitt/rya-777-state-surfaces,a55d721590de767cc476a7933357c8d41f56ca78,2026-08-13,"RYA-777: the frontier standard is RATIFIED, the Fe matrix is on the su"
ryandamienschmitt/rya-780-fe-ir-gf-adjudication,86c40fa14d9b06a8c930b57e1be93deb50989249,2026-08-11,"RYA-780: adjudicate the disputed Fe IR gf sources -- no primary measur"
ryandamienschmitt/rya-782-fe-ir-rew-trend,15b8027bd8f6f140989d8b5bdb7351d90ae09c8c,2026-08-11,"RYA-782: the Fe IR +0.384 REW slope is outlier leverage, not a curve-o"
ryandamienschmitt/rya-783-fe-product-matrix,63051b733afd2bd63acdbd13ea0ed2ae868f6d89,2026-08-13,"RYA-783: the Fe product matrix exists — and the IR-vs-optical offset i"
ryandamienschmitt/rya-784-wire-engine-b-into-derive-band-products,32bd495306ab962c2217cf53910c3a99f98f9fc4,2026-08-11,"RYA-784/786/783: bump the register for the instrument_catalog state ch"
ryandamienschmitt/rya-785-fe-engine-b-nlte-gerber-deck,71752a65edd2144fd0202d1b81e1123870e64478,2026-08-11,"RYA-785: Fe Gerber deck provisioned + gated — and the gate was reporti"
ryandamienschmitt/rya-785-gerber-fe-anchor,9a4aa6a0992e805b3a4b7e5eef393fab9bf05d02,2026-08-12,"RYA-785: regenerate the tracker for the ratified Fe deck + record the "
ryandamienschmitt/rya-789-elgueta2026-vizier,f8de52f553df6eec37a991863ebfbb576bbf7b6e,2026-08-11,"RYA-789: acquire the Elgueta 2026 CRIRES+ catalog -- the Vesta solar s"
ryandamienschmitt/rya-794-crires-vesta-y-band,728010c2c219ff60faf1a99b071850c4adcc0524,2026-08-12,"RYA-794: bump the state register to v60 + SEQUENCE (RYA-659 freshness "
ryandamienschmitt/rya-796-crires-plus-window-loader,b76a51c6ac6287107d98b49092c59b3a90b9ec93,2026-08-12,"RYA-796: a crires_plus arm for load_window -- gated on the rest frame,"
ryandamienschmitt/rya-798-wire-gerber-nlte,c1d0daf3be95055dd0b802407dde86f61d7b6a20,2026-08-12,"RYA-798: the LTE-identity probe, because the acceptance argument was s"
ryandamienschmitt/rya-799-fe-ir-gf-grades,5578ec2f5dd2180acf63ade140ba3cd715e7bc25,2026-08-15,"RYA-799: print the mismatch tally as plain ints"
ryandamienschmitt/rya-805-data-audit-the-18-crires-vesta-idps-is-telluric-correction,855de3ebea1f6ca139e5b3aea03126110df8ef92,2026-08-12,"RYA-805: the 18 Vesta IDPs are NOT telluric-corrected — on evidence, n"
ryandamienschmitt/rya-806-standard-build-intake-determines-per-holding,685ea188738bc9e5cb0ae4fef128ca3976f7b685,2026-08-13,"RYA-806: telluric_applied is a per-holding SWITCH, determined from hea"
ryandamienschmitt/rya-807-wire-problem-children,01be56190f80ae9f2aa089906addc21119db6978,2026-08-13,"RYA-807: the band-product path consumes the curated registry — and the"
ryandamienschmitt/rya-808-registry-hygiene,a4721ce819d26be9ac9de6e9b59e200311e9a435,2026-08-13,"RYA-808: registry hygiene — `exclude`+`owed` is a contradiction, so th"
ryandamienschmitt/rya-809-fe-rca,a14c52f73dac5de1da8fd2258264bfa12c3b5a91,2026-08-13,"RYA-809: per-line RCA on the twelve flagged Fe I lines — 5 diagnosed a"
ryandamienschmitt/rya-810-fix-reverted-probe,87a3d77a5eea230b978d74f0f1e14144c6e5d409,2026-08-13,"RYA-810 fix: restore the conversion my own gate-test reverted"
ryandamienschmitt/rya-811-gold-v4,edc59db9b745b49b76850ac42127e9c89cc3b65d,2026-08-14,"RYA-811: regenerate the tracker — the hash advances 8a8fbd625126 -> 3d"
ryandamienschmitt/rya-814-ion-keying,447a7e0253b6c41732d394c51398c7a3de5de8ee,2026-08-14,"RYA-814 fix: key frozen records by (element, ion) — Fe I and Fe II are"
ryandamienschmitt/rya-814-per-element-freeze,32c017aefb4886773a2725ce9b87beb4a8bd8c44,2026-08-14,"RYA-814: per-element frozen verdicts + gold as a periodic assembly (ro"
ryandamienschmitt/rya-815-localize-veto,ba1fd4603778d3dcd1ba0af2ec78b7ae86bc76c2,2026-08-14,"RYA-815: bump state register to v73 + SEQUENCE"
ryandamienschmitt/rya-817-frontier-3dnlte-ir,1172c053fe8327ee8137878b7b1f3ad77dd48e3d,2026-08-15,"RYA-817: fold in the matrix correction — Mg and Na DO have off-solar 3"
ryandamienschmitt/rya-818-cr-line-identification,4e465ff81ce2720a9ee9c115c0b40be99ee275e3,2026-08-15,"RYA-818: Cr NLTE line identification against a term-resolved atom"
ryandamienschmitt/rya-819-gold-v5,19f3d901e918793b3014a2e34cb492b2a9645d33,2026-08-15,"RYA-819: re-explode the RYA-814 per-element records onto gold v5"
ryandamienschmitt/rya-819-reconcile-3d,40c5664db3fa57067a7b811799f68f8184092a74,2026-08-15,"RYA-819 + RYA-831: the gold's Magic-2013 -0.05 is wrong in MAGNITUDE a"
ryandamienschmitt/rya-821-al-mean3d-direct-reader,a64a68f6f392a4f2fa1506dbe8ec34f062079c96,2026-08-24,"RYA-821: register v117 + SEQUENCE"
ryandamienschmitt/rya-822-nearuv-gf,bfc42657c5081752d3af4e2ae5d172bb97e4fea5,2026-08-15,"RYA-822: register v76, GENERATORS entries, and the two tests this chan"
ryandamienschmitt/rya-823-term-aware-level-keying,4d71d80552e0d7e50e69b3e99257b84142be00d1,2026-08-15,"RYA-823: register v76 covers the tracker regeneration too"
ryandamienschmitt/rya-824-primary-lab-gf-fe-subpool,e43508c73c2d3790b54c8c827f18967a4ef14f02,2026-08-15,"RYA-824: the lab-gf sub-pool — the lever is the ERROR BAR, and the pre"
ryandamienschmitt/rya-825-followup-822-coverage,10b78e83b7222c50dd122ee01b1991482a16b5fe,2026-08-15,"RYA-825 follow-up: the drift guard was one-sided, and RYA-822 proved i"
ryandamienschmitt/rya-825-log-gf-column-honesty,8f689499ddad458ad231498e4faf5abc520f3684,2026-08-15,"RYA-825: the log_gf column now reports the gf the inversion used — 37 "
ryandamienschmitt/rya-832-nearuv-first-class,034f13f76dc7e0c0341c3ff4eb2b2d62e1a8453a,2026-08-15,"RYA-832: the near-UV Fe cell is first-class in the frontier matrix"
ryandamienschmitt/rya-833-absence-rule,b2ff4922ed190aaf24196944f5c7c5f52eb375ee,2026-08-15,"RYA-833: ratify the absence-of-evidence rule — an absence is a hypothe"
ryandamienschmitt/rya-834-fe-redward-gf,a7b831d9b87e194a03ca9a24137bf58854f2073d,2026-08-16,"RYA-834: regenerate the accounting gf column, and retire the 762 gf-ga"
ryandamienschmitt/rya-835-al-gf,af9c241bb0b4a164af0d3ab362e6ac9ac77e31db,2026-08-16,"RYA-835: Al gf resolution — 7835/36 graded, 8772/73 do NOT confirm, an"
ryandamienschmitt/rya-836-nearuv-lab-gf-subpool,4bc1f281813c8e2f175630abf1560ec15bd18931,2026-08-16,"RYA-836: the near-UV lab-gf sub-pool — the gf is NOT what makes the ne"
ryandamienschmitt/rya-837-ir-synth-wiring,73897e73756e45e0ad7709238022ce999116272e,2026-08-16,"Merge remote-tracking branch 'origin/main' into ryandamienschmitt/rya-"
ryandamienschmitt/rya-841-nearuv-continuum-investigation,befbbe2327353f905a16613dc1c3c3e7e058b657,2026-08-16,"RYA-841: the double-add is fixed, so stop saying it is present"
ryandamienschmitt/rya-842-line-selection,36ffe939f3d51992f3f6149cb5d3e3cf8173eb06,2026-08-16,"RYA-842: ratify that line selection dominates gf — gf buys a tighter B"
ryandamienschmitt/rya-844-exclusion-standard,19aa276a41b01a02d5645d7b8612786de931a641,2026-08-16,"RYA-844: codify that non-physical lines are EXCLUDED, not averaged in "
ryandamienschmitt/rya-845-fix-near-uv-pseudo-continuum-term-0100-dex-is-double-counted,f293a44f8190f7fdb968b43028dec6a42f2ded78,2026-08-16,"RYA-845: regenerate the Fe product matrix — exactly two cells move, bo"
ryandamienschmitt/rya-846-measure-sigma_delta-the-kitt-peak-atlas-near-uv,78a0cf965abb9695ab6f6e4f54b20f49fdea946b,2026-08-16,"RYA-846: use the repo's single-source vac<->air converter, not my own "
ryandamienschmitt/rya-847-nonminimum-gate,63a2e57ee78c1b7ed1b9766728582136c1b7831a,2026-08-17,"RYA-847: register v83 + SEQUENCE — the cut is UNSET BY MEASUREMENT, no"
ryandamienschmitt/rya-847-synthesis-constraint-gate,acff910bf530f9e7d7fc00fd73de5b875bab860a,2026-08-17,"Merge remote-tracking branch 'origin/main' into ryandamienschmitt/rya-"
ryandamienschmitt/rya-848-cno-sigma-rescale,707f7d3891923a846ad755daa6075ea2f1e3d606,2026-08-16,"RYA-848: flag the CNO product set STALE — it is two months and eleven "
ryandamienschmitt/rya-850-build-promote-the-graded-lab-gf-fe-pool-to-the-primary,58a971463d86ffcc24d3467b288caaac1db84edc,2026-08-17,"RYA-850: doc + script docstring record the cited-sigma decision and th"
ryandamienschmitt/rya-852-build-fe-ii-lab-gf-cleanup,4a99f0026ee1157eb73098e9c9ef1dc4a294c294,2026-08-18,"RYA-852: the firewall clears one arbiter line, and grading it would wi"
ryandamienschmitt/rya-853-audit-gf-grade-value-integrity,86ee3de8b71f518dc7ea7c05e6d765e9637a8c68,2026-08-17,"RYA-853: one GENERATORS entry per artifact — I appended instead of rep"
ryandamienschmitt/rya-854-build-bibliographycsv-single-source-of-truth-for-all,739c64bf8f9861a27acb4d237af333b643752822,2026-08-17,"Merge remote-tracking branch 'origin/main' into ryandamienschmitt/rya-"
ryandamienschmitt/rya-854-thesis-dedup,fe1fc7649c5b3f8bd86b2400c99e089cbe750a50,2026-08-17,"Merge remote-tracking branch 'origin/main' into ryandamienschmitt/rya-"
ryandamienschmitt/rya-855-fix-derive_band_products-hardcodes-gf_gradedfalse-at-both,f2ae2929ae4854270fbb0f1f6e86a01908c7aba7,2026-08-17,"RYA-855: end-to-end control — the near-UV cell re-derives BYTE-IDENTIC"
ryandamienschmitt/rya-855-reaudit-post-gate,b0275a7ea832f4a166a347cfa3c2de2efdd3dc26,2026-08-17,"RYA-855 re-audit: the rung survives RYA-847's gate, and the control fi"
ryandamienschmitt/rya-864-jpcrd-supplements,142a60865b7da4ea449e687c6aeda87443f12889,2026-08-18,"RYA-864: merge origin/main — one document had arrived on both sides un"
ryandamienschmitt/rya-869-fix-engine-b-nlte-is-charged-the-profile-fitters-measured,88819c807e6d5fd7e4a7fce13de19cba18887658,2026-08-17,"RYA-869: the last two call sites that stated the harness pair themselv"
ryandamienschmitt/rya-870-perline-product,045a6eb00fc6296c44ad7554e309199adf48b848,2026-08-18,"Merge remote-tracking branch 'origin/main' into ryandamienschmitt/rya-"
ryandamienschmitt/rya-871-fix-the-ew-route-per-line-artifact-carries-no-excitation,01df31ae8de2240170c1830fe99b536ec7f0918d,2026-08-17,"RYA-871: bank the measurements and register their harnesses"
ryandamienschmitt/rya-871-sequence-log,3d9bff7a2cae5d474e980ac51922099200177368,2026-08-17,"RYA-871: the landing log line"
ryandamienschmitt/rya-873-synthesishandler-harness-residual,a22911079bb38233eca19ada8fa5c62182ba4464,2026-08-18,"RYA-873: bank the canonical Sirius artifacts"
ryandamienschmitt/rya-874-regenerate-gated-cells,54b0bdffdd850f78c3b2c894a105cbaa7591191c,2026-08-18,"Merge remote-tracking branch 'origin/main' into ryandamienschmitt/rya-"
ryandamienschmitt/rya-875-control-abundance-ew-split,6c97542b36b27c7ab9c4e1fb3e1d7fe95ac1a0ad,2026-08-18,"RYA-875: bank the RYA-869 audit re-run from the canonical Sirius tree"
ryandamienschmitt/rya-877-fe2-5991-circular-disposition,8219c2e6a2e4ca8974e9b64d7f808516504132ac,2026-08-18,"RYA-877: register the control's per-line records too"
ryandamienschmitt/rya-878-angle1-synthetic-ew,ce31fe60668fab54251ea672d3bee3d2d53503ac,2026-08-18,"RYA-878: bank the measurements, register the harnesses, guard the one "
ryandamienschmitt/rya-880-record-nlte-delta,7ff3219b2fa6cfcd107ce760eb874bea0c0a9d41,2026-08-18,"RYA-880: register the re-derived artifacts"
ryandamienschmitt/rya-904-crires-corrected-holdings,582246122510431fcfa3ecc971fbe0ee6390915b,2026-08-18,"RYA-904: teach RYA-905's preflight reader the holding table it now has"
ryandamienschmitt/rya-905-build-preflight_checkpy-readiness-reconciliation-before-each,647fd103c1dea5b887cccd41a0109c4d5c3f8367,2026-08-18,"[RYA-905] check 2 names WHERE an unaccounted line does exist"
ryandamienschmitt/rya-905-harps-telluric-state,a084b0348a897b0452e494f32e7441c5fd8c9dc2,2026-08-19,"RYA-905: register the measured HARPS telluric state — and the atlases "
ryandamienschmitt/rya-906-physics-axis-naming,a0e704e7062cda9822c3db4141cb88cce3fbc9cc,2026-08-19,"RYA-906: the element tracker stops naming engines with bare letters"
ryandamienschmitt/rya-906-voigt-width-guard,815a8ee5941ccceb974fd2b73559993bb1bfbb87,2026-08-19,"RYA-906/911: the width guard was testing one half of a degenerate pair"
ryandamienschmitt/rya-907-bug-n1-products-publish-stat_dex-00-productsigma-or-00,fdcdab97b6404573c9f7833298181850130bdcdb,2026-08-18,"[RYA-907] carry an UNMEASURED scatter as unmeasured, never as a zero"
ryandamienschmitt/rya-911-harps-ew-continuum-rebased,67368f29ff2a669714cb3c731b95ea39301c1fe1,2026-08-19,"RYA-911: CI caught two stale/over-broad test subjects -- both were min"
ryandamienschmitt/rya-911-width-guard-second-site,b657ad3321a05ab8496b1b77ab1f355b6752fe02,2026-08-20,"RYA-911: FIT-PINNED dies everywhere it still claimed to be live"
ryandamienschmitt/rya-917-no-placeholder-in-a-name,33bb2b8f70330023d5dd0b9e7c87fe02a577b041,2026-08-19,"RYA-917: a product NAME must not carry a placeholder"
ryandamienschmitt/rya-922-3dnlte-instrument-agnostic,7fe288d0ee51581f3ac0ba499d1398c6b632f057,2026-08-19,"RYA-922: the 3D-NLTE route could only ever run on Kitt Peak -- and a m"
ryandamienschmitt/rya-924-sirius-gate-and-provenance,18f408bf8fee4fd964d3fe1c2549770746222133,2026-08-19,"RYA-923: pin scikit-learn into the reference stack — the 3D-NLTE engin"
ryandamienschmitt/rya-925-al-kitt-peak-all-model-sweep,b8aaa6444d0f58bed1303860193fb36400e59a80,2026-08-20,"[RYA-925] freeze hand-authored report surfaces"
ryandamienschmitt/rya-926-refactor-codex-skills-governance-authority-map-and-science,5ed406933a17c6113ac214a8dd3cc9ef6caa8284,2026-08-19,"[RYA-926] add canonical run bug ledger"
ryandamienschmitt/rya-927-harps-solar-telluric,897bdecc938d1ce10e0f2c41cae4ad465bff3a81,2026-08-20,"[RYA-929] reuse shared wavelength conversion"
ryandamienschmitt/rya-931-molecfit-mipas-runtime,4d8abf8423456f871edfef203b240a9698d69d7b,2026-08-20,"[RYA-931] the Molecfit MIPAS blocker was an empty SCIENCE table"
ryandamienschmitt/rya-931b-molecfit-sirius-portability,be642f418266bb920b07d25f06e38890ff213633,2026-08-20,"[RYA-939] molecfit on Sirius; the telluric leg was Mac-only"
ryandamienschmitt/rya-933-934-fe-kittpeak,f38872c1565ca6858c2af70da257bbc8c8f6d071,2026-08-21,"[RYA-933/934] both corrected Kitt Peak holdings were unreachable"
ryandamienschmitt/rya-933-934-fe-runs,45efc528eb52d3e7948b31164aec9c6838161d08,2026-08-21,"[RYA-933/934] --holding on both drivers; holding in the output stem"
