kind,subject,model_type,state,can_run,engine,grid_or_path,disk_decks,source_url,citation,md5,provenance_caveat,error,fix,owned_by_ticket,anomalies,source_csv_note,notes
element,Cr,1D_NLTE,HAVE,yes,Engine-A: 1D-NLTE | Engine-B: <3D>-NLTE deck on disk (UNWIRED),Cr_Bergemann2010_MPIA.csv,NLTEgrid4TS_Cr_MARCS_Dec-16-2024.bin,[gerber_ts] MPG Keeper (Seafile) https://keeper.mpdl.mpg.de/d/6eaecbf95b88448f98a4/,"Gerber, Bergemann et al. 2023, A&A 669, A43 (arXiv 2206.00967)",,"NO DOI, mutable Seafile -> md5-pinned (RYA-540).",,,,,ion 1; applied in default run,
element,Cr,MEAN3D_NLTE,HAVE,yes,<3D> increment,data/threed_grids/solar3d_metals_rya399.csv,NLTEgrid4TS_Cr_STAGGERmean3D_Dec-12-2024.bin,"published tables, transcribed (RYA-399)","Amarsi & Asplund 2017 (MNRAS 464, 264) for Si; Scott et al. 2015 Paper II (A&A 573, A26) for Ti/Cr",,SOLAR increment only -- no off-solar parameter axis.,,,,,3D-LTE/NLTE solar-metals increment (RYA-399),"CAN RUN via THREED_CORRECTION_ELEMENTS: Scott et al. 2015 Paper II (A&A 573, A26) solar 3D Cr (RYA-399) (data/threed_grids/solar3d_metals_rya399.csv). ALSO holds 1 unwired <3D> STAGGERmean3D deck(s) on Sirius -- a second, richer route nothing consumes yet."
element,Cr,FULL_3D_NLTE,NONE,no,<3D> increment,,,,,,,,,,,RYA-558 excludes Cr II.,"No 3D-NLTE correction or engine we can run for this element. (We cannot COMPUTE full 3D from scratch for anything -- RYA-1008: no public full-3D NLTE RT code -- so every 3D capability here is a published grid/model we apply.) RYA-817 literature: solar=MEAN3D_NLTE, offsolar=NONE."
element,Mn,1D_LTE,HAVE,yes,Engine-B (synthesis),,,,,,,,,,,,1D-LTE synthesis is the universal baseline route (no grid).
element,Mn,1D_NLTE,HAVE,yes,Engine-A: 1D-NLTE | Engine-B: 1D-NLTE (TS-native),Mn_Bergemann_MPIA.csv,nlte_Mn_scatt_pysme.grd; NLTEgrid4TS_MN_MARCS_Mar-15-2023.bin,[amarsi_galah] https://zenodo.org/records/3982506/files/nlte_Mn_scatt_pysme.tar.gz?download=1 | [gerber_ts] MPG Keeper (Seafile) https://keeper.mpdl.mpg.de/d/6eaecbf95b88448f98a4/,"Amarsi et al. 2020, A&A 642, A62 (GALAH DR3 departure grids) | Gerber, Bergemann et al. 2023, A&A 669, A43 (arXiv 2206.00967)",ba01596031b054386a79a992141ebf72,"NO DOI, mutable Seafile -> md5-pinned.",,,,"HFS-split lines: EW cannot measure them: the unlock was HFS-resolved SYNTHESIS on the Den Hartog e6S->z6P triplet (RYA-473). Registry hygiene open (RYA-566): problem_children says A(Mn) 5.554, the committed verdict is 5.466.",ion 1; applied in default run PySME departure grid — input to pipeline.pysme_nlte ONLY; the production value is the vendored CSV derived from it,
element,Mn,MEAN3D_NLTE,NONE,no,none,,,,,,,,,,,,"RYA-817 literature: solar=3D_NLTE_PUBLISHED_NOT_ADOPTED, offsolar=NONE."
element,Mn,FULL_3D_NLTE,NONE,no,none,,,,,,,,,,,"THE CONTESTED ROW: Asplund+2021 declined to adopt Bergemann+2019's 3D-NLTE value, suspecting incomplete UV line blanketing overestimated the photoionisation rates, and kept 5.42 instead. A 3D-NLTE model existing is not the same as it being ratified. Our RYA-546 value is 5.466.","No 3D-NLTE correction or engine we can run for this element. (We cannot COMPUTE full 3D from scratch for anything -- RYA-1008: no public full-3D NLTE RT code -- so every 3D capability here is a published grid/model we apply.) RYA-817 literature: solar=3D_NLTE_PUBLISHED_NOT_ADOPTED, offsolar=NONE."
element,Fe,1D_LTE,HAVE,yes,Engine-B (synthesis),,,,,,,,,,,,1D-LTE synthesis is the universal baseline route (no grid).
element,Fe,1D_NLTE,HAVE,yes,Engine-A: 1D-NLTE | Engine-B: 1D-NLTE (TS-native),Fe_Bergemann_MPIA.csv,NLTEgrid4TS_Fe_MARCS_May-07-2021.bin,[gerber_ts] MPG Keeper (Seafile) https://keeper.mpdl.mpg.de/d/6eaecbf95b88448f98a4/,"Gerber, Bergemann et al. 2023, A&A 669, A43 (arXiv 2206.00967)",,"NO DOI, mutable Seafile -> md5-pinned (RYA-540). The payload was ALREADY STAGED on Sirius before this ticket: RYA-785 was filed saying atom.fe607a was 'AVAILABLE-NEVER-PULLED', but all three files wer",,,,"Fe runs through the fe-nlte subsystem, NOT NLTE_CORRECTION_ELEMENTS -- a registry-only reading reports it unwired. RYA-549: code=register=matrix reconciled; the NLTE delta is TINY (+0.010 solar / +0.004 55 Cnc), NOT the inflated Ti/Mn/Cr class.","ionization-balance-gated Fe leg (validated, RYA-407); RYA-319 deliberate choice for full-benchmark-box coverage (Amarsi-2022-NN ceilings [Fe/H]<=0/Teff<=6500 -> archived); RYA-549 forensic: code=register=matrix, NLTE delta TINY (+0.010 solar/+0.004 55Cnc), NOT the Ti/Mn/Cr inflated class","Wired via the fe-nlte subsystem (Fe_Bergemann_MPIA.csv), not NLTE_CORRECTION_ELEMENTS. 1 departure grid(s) on Sirius."
element,Fe,MEAN3D_NLTE,REQUEST_ONLY,no,3D-NLTE BROKEN (RYA-923),,,,,,,,,,,,"RYA-817 literature: solar=FULL_3D_NLTE, offsolar=GRID_VENDORED. Published, but no <3D> deck on disk -> paper-table / request only."
element,Fe,FULL_3D_NLTE,BROKEN,no,3D-NLTE BROKEN (RYA-923),vendor/1L-3NErrors/,,https://github.com/AlexanderLiljegren/1L-3NErrors (vendored),"Amarsi, Liljegren & Nissen 2022, A&A 668, A68 (3D-NLTE Fe MLP)",,"Training domain from Jofre et al. 2014, A&A 564, A133 Tables 4/5 ('golden' Fe I/II lines). A(Fe) axis ceiling 7.5 -- see the BROKEN root cause.","ROOT CAUSE FOUND (RYA-1015, 2026-08-23): NOT a code regression -- a BOUNDARY condition on the A(Fe;3N) axis. _apply_aberr_to_line lets the axis drift to (line's own 1D-LTE abundance + its own correction). For solar Fe that is ~7.45 + ~0.053 = 7.503, which is 0.003 dex ABOVE the MLP's published ceiling of A(Fe)=7.5, so amarsi3d.aberr_for_line refuses it with stellar_ok=False and returns NaN. Measured cliff: a_1dlte 7.447 -> +0.0528 (in domain); 7.450 -> NaN. The solar Fe I pool centres at 7.45-7.47, so nearly every line falls just outside. The LINE-level checks (feature/delta_E/level) all PASS, which is why 114 lines look in-domain and then yield n=0. Original symptom: the MLP returns NaN for EVERY in-domain line. 114 Fe I lines PASS the domain check and then produce n=0. The 1D-LTE legs still PASS to 3 decimals, so the line list, atmosphere, star params and EW inversion are all fine -- only the correction path regressed. Committed cells still carry Fe I 7.604 / Fe II 7.642 from when it worked, so the products LOOK healthy while the engine is dead.","PIN THE AXIS, do not widen the domain. Pass afe3n_axis = the star's converged A(Fe;3N) (7.46 solar) to _apply_aberr_to_line / amarsi3d.aberr_for_line instead of letting each line's own value drift. Verified: pin=7.46 -> +0.0513 in-domain; pin=7.51 -> NaN. This is what the RYA-817 afe3n_axis parameter exists for, and it matches the vendor README (a SINGLE stellar A(Fe;3N) iterated to convergence, not a per-line value). It does NOT relax the domain check, which RYA-923 forbids. Then: make the reactivation control BLOCK instead of emitting n=0 cells, and re-derive both cells (1D-LTE base moved n=152->322 under the PR #315 width fix). PHYSICS CHANGE -- needs Ryan's say-so before any cell is published (RYA-923). Superseded hypothesis: 1) Bisect nlte_corrections.py 5278efb..a7ff4e0 -- suspects are _apply_aberr_to_line returning NaN, or _in_grid disagreeing with amarsi3d.domains() so a line passes the MLP domain check and is then rejected by the grid check. 2) Make the reactivation control BLOCK: it currently FAILs and lets the run emit n=0 cells that read as 'no lines in domain'. 3) Re-derive the two committed cells (their 1D-LTE base moved n=152->322 under the PR #315 width fix). DO NOT relax the domain check to get numbers out (RYA-923).",RYA-923 (URGENT/OPEN: MLP returns NaN for every in-domain line) / RYA-817 / RYA-924 (cells were computed on the Mac from a temp scratchpad; inputs unrecoverable),"RYA-924: the committed 3D-NLTE cells were computed ON THE MAC from a temp scratchpad -- off-Sirius, inputs now unrecoverable, and assert_on_sirius was never wired to that route. RYA-922: the 3D-NLTE route was HARDCODED to Kitt Peak (module-level INSTRUMENT, no --instrument flag) so it could not produce 3D-NLTE for any other arm.","RYA-817: the grid is OPTICAL ONLY (4787.83-6810.26 A, Jofre+2014 golden lines). Reactivated with a line-parameter domain check; the near-IR band is entirely outside it.","BROKEN -- owned by RYA-923. Engine ENGINE-A-3DNLTE: Amarsi, Liljegren & Nissen 2022 (A&A 668 A68) 3D-NLTE Fe MLP (fe1_model_gt02.p / fe1_model_lt02.p / fe2_model.p) (vendor/1L-3NErrors/). RYA-817 literature: solar=FULL_3D_NLTE, offsolar=GRID_VENDORED."
element,Fe II,1D_LTE,HAVE,yes,Engine-B (synthesis),,,,,,,,,,,,1D-LTE synthesis is the universal baseline route (no grid).
element,Fe II,1D_NLTE,HAVE,yes,Engine-A: 1D-NLTE | Engine-B: 1D-NLTE (TS-native),Fe_Bergemann_MPIA.csv,NLTEgrid4TS_Fe_MARCS_May-07-2021.bin,[gerber_ts] MPG Keeper (Seafile) https://keeper.mpdl.mpg.de/d/6eaecbf95b88448f98a4/,"Gerber, Bergemann et al. 2023, A&A 669, A43 (arXiv 2206.00967)",,"NO DOI, mutable Seafile -> md5-pinned (RYA-540). The payload was ALREADY STAGED on Sirius before this ticket: RYA-785 was filed saying atom.fe607a was 'AVAILABLE-NEVER-PULLED', but all three files wer",,,,,,"Wired via the fe-nlte subsystem (Fe_Bergemann_MPIA.csv), not NLTE_CORRECTION_ELEMENTS. 1 departure grid(s) on Sirius."
element,Fe II,MEAN3D_NLTE,REQUEST_ONLY,no,3D-NLTE BROKEN (RYA-923),,,,,,,,,,,,"RYA-817 literature: solar=FULL_3D_NLTE, offsolar=GRID_VENDORED. Published, but no <3D> deck on disk -> paper-table / request only."
element,Fe II,FULL_3D_NLTE,BROKEN,no,3D-NLTE BROKEN (RYA-923),vendor/1L-3NErrors/,,https://github.com/AlexanderLiljegren/1L-3NErrors (vendored),"Amarsi, Liljegren & Nissen 2022, A&A 668, A68 (3D-NLTE Fe MLP)",,"Training domain from Jofre et al. 2014, A&A 564, A133 Tables 4/5 ('golden' Fe I/II lines). A(Fe) axis ceiling 7.5 -- see the BROKEN root cause.","ROOT CAUSE FOUND (RYA-1015, 2026-08-23): NOT a code regression -- a BOUNDARY condition on the A(Fe;3N) axis. _apply_aberr_to_line lets the axis drift to (line's own 1D-LTE abundance + its own correction). For solar Fe that is ~7.45 + ~0.053 = 7.503, which is 0.003 dex ABOVE the MLP's published ceiling of A(Fe)=7.5, so amarsi3d.aberr_for_line refuses it with stellar_ok=False and returns NaN. Measured cliff: a_1dlte 7.447 -> +0.0528 (in domain); 7.450 -> NaN. The solar Fe I pool centres at 7.45-7.47, so nearly every line falls just outside. The LINE-level checks (feature/delta_E/level) all PASS, which is why 114 lines look in-domain and then yield n=0. Original symptom: the MLP returns NaN for EVERY in-domain line. 114 Fe I lines PASS the domain check and then produce n=0. The 1D-LTE legs still PASS to 3 decimals, so the line list, atmosphere, star params and EW inversion are all fine -- only the correction path regressed. Committed cells still carry Fe I 7.604 / Fe II 7.642 from when it worked, so the products LOOK healthy while the engine is dead.","PIN THE AXIS, do not widen the domain. Pass afe3n_axis = the star's converged A(Fe;3N) (7.46 solar) to _apply_aberr_to_line / amarsi3d.aberr_for_line instead of letting each line's own value drift. Verified: pin=7.46 -> +0.0513 in-domain; pin=7.51 -> NaN. This is what the RYA-817 afe3n_axis parameter exists for, and it matches the vendor README (a SINGLE stellar A(Fe;3N) iterated to convergence, not a per-line value). It does NOT relax the domain check, which RYA-923 forbids. Then: make the reactivation control BLOCK instead of emitting n=0 cells, and re-derive both cells (1D-LTE base moved n=152->322 under the PR #315 width fix). PHYSICS CHANGE -- needs Ryan's say-so before any cell is published (RYA-923). Superseded hypothesis: 1) Bisect nlte_corrections.py 5278efb..a7ff4e0 -- suspects are _apply_aberr_to_line returning NaN, or _in_grid disagreeing with amarsi3d.domains() so a line passes the MLP domain check and is then rejected by the grid check. 2) Make the reactivation control BLOCK: it currently FAILs and lets the run emit n=0 cells that read as 'no lines in domain'. 3) Re-derive the two committed cells (their 1D-LTE base moved n=152->322 under the PR #315 width fix). DO NOT relax the domain check to get numbers out (RYA-923).",RYA-923 / RYA-817 / RYA-924,Same MLP and the same RYA-923 ceiling failure as Fe I; the Fe II leg used only 7 lines (n=7) against Fe I's 114.,,"BROKEN -- owned by RYA-923. Engine ENGINE-A-3DNLTE: Amarsi, Liljegren & Nissen 2022 (A&A 668 A68) 3D-NLTE Fe MLP (fe1_model_gt02.p / fe1_model_lt02.p / fe2_model.p) (vendor/1L-3NErrors/). RYA-817 literature: solar=FULL_3D_NLTE, offsolar=GRID_VENDORED."
element,Co,1D_LTE,HAVE,yes,Engine-B (synthesis),,,,,,,,,,,,1D-LTE synthesis is the universal baseline route (no grid).
element,Co,1D_NLTE,NONE,no,Engine-A: LTE only | Engine-B: LTE only,,,,,,,,,RYA-727 (no NLTE grid; continuum-limited blue-edge lines),,extract cleaner red Co I lines + HFS synthesis (RYA-460); LTE-synth covers,
element,Co,MEAN3D_NLTE,REQUEST_ONLY,no,none,,,,,,,,,,,,"RYA-817 literature: solar=MEAN3D_NLTE, offsolar=NONE. Published, but no <3D> deck on disk -> paper-table / request only."
element,Co,FULL_3D_NLTE,NONE,no,none,,,,,,,,,,,No NLTE grid held; continuum-limited blue-edge lines (RYA-564).,"No 3D-NLTE correction or engine we can run for this element. (We cannot COMPUTE full 3D from scratch for anything -- RYA-1008: no public full-3D NLTE RT code -- so every 3D capability here is a published grid/model we apply.) RYA-817 literature: solar=MEAN3D_NLTE, offsolar=NONE."
element,Ni,1D_LTE,HAVE,yes,Engine-B (synthesis),,,,,,,,,,,,1D-LTE synthesis is the universal baseline route (no grid).
element,Ni,1D_NLTE,NEEDS_WIRING,no,Engine-A: LTE only | Engine-B: 1D-NLTE (TS-native),,NLTEgrid4TS_Ni_MARCS_Jan-31-2022.bin,[gerber_ts] MPG Keeper (Seafile) https://keeper.mpdl.mpg.de/d/6eaecbf95b88448f98a4/,"Gerber, Bergemann et al. 2023, A&A 669, A43 (arXiv 2206.00967)",,"NO DOI, mutable Seafile -> md5-pinned.",1 departure grid(s) are ON SIRIUS but the element has NO entry in NLTE_CORRECTION_ELEMENTS and no subsystem route. The data was fetched and cannot be used.,"Register the element in config/constants.py NLTE_CORRECTION_ELEMENTS (Engine-A) and/or the gerber_nlte registry (Engine-B), then derive the vendored correction CSV into data/nlte_grids/. See the OWNED BY ticket.","RYA-710 (Gerber Ni MARCS deck on disk, unwired). Note RYA-731: Ni's blocker is gf-scale (BAD_GF), not NLTE.","A Gerber Ni MARCS deck IS on Sirius, but Ni's blocker is gf-scale (BAD_GF), not NLTE -- wiring the grid does not unblock the element.",differential-survey gf curation owed (RYA-398/161); not a grid void,
element,Ni,MEAN3D_NLTE,NONE,no,none,,,,,,,,,,,,"RYA-817 literature: solar=3D_LTE_ONLY, offsolar=NONE."
element,Ni,FULL_3D_NLTE,NONE,no,none,,,,,,,,,,,"Blocker is the gf scale (BAD_GF), not NLTE (RYA-398/161).","No 3D-NLTE correction or engine we can run for this element. (We cannot COMPUTE full 3D from scratch for anything -- RYA-1008: no public full-3D NLTE RT code -- so every 3D capability here is a published grid/model we apply.) RYA-817 literature: solar=3D_LTE_ONLY, offsolar=NONE."
element,Cu,1D_LTE,HAVE,yes,Engine-B (synthesis),,,,,,,,,,,,1D-LTE synthesis is the universal baseline route (no grid).
element,Cu,1D_NLTE,HAVE,yes,Engine-A: 1D-NLTE | Engine-B: LTE only,Cu_Caliskan2024_PySME.csv,nlte_Cu_caliskan_Oct2024_pysme.grd,,,,,,,,"PENDING-OK: registered grid with a non-LOCKED verdict. Cu NLTE is small (+0.001 solar, reproduces Shi-2014). Cu production stays GET-DATA on measured-line QUALITY (RYA-395: 5105/5218/5782 re-measure), NOT on the grid.","PySME departure grid — input to pipeline.pysme_nlte ONLY; the production value is the vendored CSV derived from it grid registered/available; Cu production stays GET-DATA (NOT LOCKED) — held on measured-line QUALITY (RYA-395: 5105/5218/5782 re-measure), NOT the grid grid half DONE; production promotion to LOCKED still owed to RYA-395/466 (measured-line quality), not an EW-pool element",
element,Cu,MEAN3D_NLTE,REQUEST_ONLY,no,none,,,,,,,,,,,,"RYA-817 literature: solar=MEAN3D_NLTE, offsolar=NONE. Published, but no <3D> deck on disk -> paper-table / request only."
element,Cu,FULL_3D_NLTE,NONE,no,none,,,,,,,,,,,"Cu NLTE is small (solar delta +0.001, RYA-540).","No 3D-NLTE correction or engine we can run for this element. (We cannot COMPUTE full 3D from scratch for anything -- RYA-1008: no public full-3D NLTE RT code -- so every 3D capability here is a published grid/model we apply.) RYA-817 literature: solar=MEAN3D_NLTE, offsolar=NONE."
element,Zn,1D_LTE,HAVE,yes,Engine-B (synthesis),,,,,,,,,,,,1D-LTE synthesis is the universal baseline route (no grid).
element,Zn,1D_NLTE,NONE,no,Engine-A: LTE only | Engine-B: LTE only,,,,,,,,,"RYA-757 (Zn intake: 27->28 canonical + Sitnova+2022 NLTE grid -- grid EXISTS in the literature, never acquired)",Zn is the 28th canonical (RYA-757) and is NOT in TARGET_ELEMENTS (26) or the RYA-400 regime map -- it is canonical on paper and absent from the code's element roster. Sitnova+2022 grid exists and was never acquired.,,
element,Zn,MEAN3D_NLTE,REQUEST_ONLY,no,none,,,,,,,,,,,,"RYA-817 literature: solar=MEAN3D_NLTE, offsolar=NONE. Published, but no <3D> deck on disk -> paper-table / request only."
element,Zn,FULL_3D_NLTE,NONE,no,none,,,,,,,,,,,"The 28th canonical species (RYA-757), intake only — not yet measured here.","No 3D-NLTE correction or engine we can run for this element. (We cannot COMPUTE full 3D from scratch for anything -- RYA-1008: no public full-3D NLTE RT code -- so every 3D capability here is a published grid/model we apply.) RYA-817 literature: solar=MEAN3D_NLTE, offsolar=NONE."
element,Sr,1D_LTE,HAVE,yes,Engine-B (synthesis),,,,,,,,,,,,1D-LTE synthesis is the universal baseline route (no grid).
element,Sr,1D_NLTE,HAVE,yes,Engine-A: 1D-NLTE | Engine-B: 1D-NLTE (TS-native),Sr_Bergemann2012_INSPECT.csv,NLTEgrid4TS_Sr_MARCS_Mar-15-2023.bin,[gerber_ts] MPG Keeper (Seafile) https://keeper.mpdl.mpg.de/d/6eaecbf95b88448f98a4/,"Gerber, Bergemann et al. 2023, A&A 669, A43 (arXiv 2206.00967)",,"NO DOI, mutable Seafile -> md5-pinned.",,,,RYA-433: the CITED primary (Mashonkina/INASAN) is NOT the vendored file -- Bergemann INSPECT was vendored and is demoted to cross-check. Sr II 4077/4215 are SATURATED resonance lines (RYA-430).,ion 2; applied in default run,
element,Sr,MEAN3D_NLTE,REQUEST_ONLY,no,none,,,,,,,,,,,,"RYA-817 literature: solar=MEAN3D_NLTE, offsolar=NONE. Published, but no <3D> deck on disk -> paper-table / request only."
element,Sr,FULL_3D_NLTE,NONE,no,none,,,,,,,,,,,RYA-643 corrected Sr II to 2.759.,"No 3D-NLTE correction or engine we can run for this element. (We cannot COMPUTE full 3D from scratch for anything -- RYA-1008: no public full-3D NLTE RT code -- so every 3D capability here is a published grid/model we apply.) RYA-817 literature: solar=MEAN3D_NLTE, offsolar=NONE."
element,Y,1D_LTE,HAVE,yes,Engine-B (synthesis),,,,,,,,,,,,1D-LTE synthesis is the universal baseline route (no grid).
element,Y,1D_NLTE,NEEDS_WIRING,no,Engine-A: LTE only | Engine-B: <3D>-NLTE deck on disk (UNWIRED),,NLTEgrid4TS_Y_MARCS_Mar-27-2023.bin,[gerber_ts] MPG Keeper (Seafile) https://keeper.mpdl.mpg.de/d/6eaecbf95b88448f98a4/,"Gerber, Bergemann et al. 2023, A&A 669, A43 (arXiv 2206.00967)",,"NO DOI, mutable Seafile -> md5-pinned (RYA-540).",1 departure grid(s) are ON SIRIUS but the element has NO entry in NLTE_CORRECTION_ELEMENTS and no subsystem route. The data was fetched and cannot be used.,"Register the element in config/constants.py NLTE_CORRECTION_ELEMENTS (Engine-A) and/or the gerber_nlte registry (Engine-B), then derive the vendored correction CSV into data/nlte_grids/. See the OWNED BY ticket.","RYA-802 (acquire+hold Y Gerber ~42 GB; corrects nothing today, Y II unmeasured) / RYA-710","Corrects NOTHING today: Y II (the dominant ion) is absent from the measured pool, so the grid would sit unused (RYA-802 is fetch-and-hold).",acquire blue/UV Y II arm (RYA-458); LTE-synth covers,
element,Y,MEAN3D_NLTE,NEEDS_WIRING,no,none,,NLTEgrid4TS_Y_STAGGERmean3D_May-08-2023.bin,[gerber_ts] MPG Keeper (Seafile) https://keeper.mpdl.mpg.de/d/6eaecbf95b88448f98a4/,"Gerber, Bergemann et al. 2023, A&A 669, A43 (arXiv 2206.00967)",,"NO DOI, mutable Seafile -> md5-pinned (RYA-540).","1 <3D> STAGGERmean3D deck(s) are ON SIRIUS and paid for, but NO code path consumes a <3D> departure deck at all. This is not missing data -- it is unwired data.","Add a <3D> consumer: register the deck in the gerber_nlte registry and give Engine-B a <3D> route (today it only reads MARCS 1D decks). Same shape as the Al blocker in RYA-1005 -- a registry line, not a fetch.",RYA-802 / RYA-710,,,
element,Y,FULL_3D_NLTE,NONE,no,none,,,,,,,,,,,"Y II (the dominant ion) is absent from our pool — a DATA_GAP, not an NLTE gap.","No 3D-NLTE correction or engine we can run for this element. (We cannot COMPUTE full 3D from scratch for anything -- RYA-1008: no public full-3D NLTE RT code -- so every 3D capability here is a published grid/model we apply.) RYA-817 literature: solar=3D_LTE_ONLY, offsolar=NONE."
element,Zr,1D_LTE,HAVE,yes,Engine-B (synthesis),,,,,,,,,,,,1D-LTE synthesis is the universal baseline route (no grid).
element,Zr,1D_NLTE,NONE,no,Engine-A: LTE only | Engine-B: LTE only,,,,,,,,,"RYA-739 (no NLTE grid NEEDED -- Zr II is the majority ion, LTE-robust; route is synthesis, RYA-560)",NO NLTE GRID NEEDED -- Zr II is the majority ion and LTE-robust (the Sr II / V II logic). Route is synthesis of the strong Zr II lines. Recorded so 'no grid' is never read as a gap.,"route = synthesis of the strong Zr II lines (RYA-279/458); measurable-owed, NOT a void",
element,Zr,MEAN3D_NLTE,NONE,no,none,,,,,,,,,,,,"RYA-817 literature: solar=3D_LTE_ONLY, offsolar=NONE."
element,Zr,FULL_3D_NLTE,NONE,no,none,,,,,,,,,,,"Zr II is the majority ion, so LTE is comparatively robust; no NLTE grid is NEEDED.","No 3D-NLTE correction or engine we can run for this element. (We cannot COMPUTE full 3D from scratch for anything -- RYA-1008: no public full-3D NLTE RT code -- so every 3D capability here is a published grid/model we apply.) RYA-817 literature: solar=3D_LTE_ONLY, offsolar=NONE."
element,Ba,1D_LTE,HAVE,yes,Engine-B (synthesis),,,,,,,,,,,,1D-LTE synthesis is the universal baseline route (no grid).
element,Ba,1D_NLTE,HAVE,yes,Engine-A: 1D-NLTE | Engine-B: 1D-NLTE (TS-native),Ba_Korotin2015.csv,nlte_Ba_scatt_pysme.grd; NLTEgrid_Ba_MARCS_Jul-29-2023.bin,[amarsi_galah] https://zenodo.org/records/3982506/files/nlte_Ba_scatt_pysme.tar.gz?download=1 | [gerber_ts] MPG Keeper (Seafile) https://keeper.mpdl.mpg.de/d/6eaecbf95b88448f98a4/,"Amarsi et al. 2020, A&A 642, A62 (GALAH DR3 departure grids) | Gerber, Bergemann et al. 2023, A&A 669, A43 (arXiv 2206.00967)",ab2af9aec78e6a8c5e26a752b26f54f4,"NO DOI, mutable Seafile -> md5-pinned.",,,,,ion 2; applied in default run,
element,Ba,MEAN3D_NLTE,REQUEST_ONLY,no,none,,,,,,,,,,,,"RYA-817 literature: solar=FULL_3D_NLTE, offsolar=SOLAR_ONLY. Published, but no <3D> deck on disk -> paper-table / request only."
element,Ba,FULL_3D_NLTE,NONE,no,none,,,,,,,,,,,"Gallagher+2020 apply 3D corrections to a 1D LTE MARCS synthesis rather than fitting 3D profiles directly. Our RYA-672 value is 2.237. RYA-817 review note (Ryan, 2026-08-14): the only off-solar work in the pipeline is Steffen (in prep), and it is 1.5D-NLTE, NOT full 3D -- reported, not independently verifiable while unpublished, so this row stays SOLAR_ONLY.","No 3D-NLTE correction or engine we can run for this element. (We cannot COMPUTE full 3D from scratch for anything -- RYA-1008: no public full-3D NLTE RT code -- so every 3D capability here is a published grid/model we apply.) RYA-817 literature: solar=FULL_3D_NLTE, offsolar=SOLAR_ONLY."
element,Eu,1D_LTE,HAVE,yes,Engine-B (synthesis),,,,,,,,,,,,1D-LTE synthesis is the universal baseline route (no grid).
element,Eu,1D_NLTE,NEEDS_WIRING,no,Engine-A: LTE only | Engine-B: <3D>-NLTE deck on disk (UNWIRED),,NLTEgrid_Eu_MARCS_Sep-13-2023.bin,[gerber_ts] MPG Keeper (Seafile) https://keeper.mpdl.mpg.de/d/6eaecbf95b88448f98a4/,"Gerber, Bergemann et al. 2023, A&A 669, A43 (arXiv 2206.00967)",,"NO DOI, mutable Seafile -> md5-pinned (RYA-540).",1 departure grid(s) are ON SIRIUS but the element has NO entry in NLTE_CORRECTION_ELEMENTS and no subsystem route. The data was fetched and cannot be used.,"Register the element in config/constants.py NLTE_CORRECTION_ELEMENTS (Engine-A) and/or the gerber_nlte registry (Engine-B), then derive the vendored correction CSV into data/nlte_grids/. See the OWNED BY ticket.","RYA-803 (Eu Gerber ~47 GB; model_atom source returns 0 bytes -- BLOCKED, needs a live mirror) / RYA-710","BLOCKED (RYA-803): the Gerber Eu model_atom source returns 0 BYTES -- needs a live mirror before the ~47 GB fetch is worth starting. Eu II 6645 is also at the noise floor (6.8 mA, RYA-565/102).","HFS-resolved synthesis (RYA-102/458) DONE in RYA-565; LTE-synth does NOT cover — noise-floor-limited, owed pending a cleaner line / higher-SNR blue arm",
element,Eu,MEAN3D_NLTE,NEEDS_WIRING,no,none,,NLTEgrid4TS_Eu_STAGGERmean3D_Nov-20-2024.bin,[gerber_ts] MPG Keeper (Seafile) https://keeper.mpdl.mpg.de/d/6eaecbf95b88448f98a4/,"Gerber, Bergemann et al. 2023, A&A 669, A43 (arXiv 2206.00967)",,"NO DOI, mutable Seafile -> md5-pinned (RYA-540).","1 <3D> STAGGERmean3D deck(s) are ON SIRIUS and paid for, but NO code path consumes a <3D> departure deck at all. This is not missing data -- it is unwired data.","Add a <3D> consumer: register the deck in the gerber_nlte registry and give Engine-B a <3D> route (today it only reads MARCS 1D decks). Same shape as the Al blocker in RYA-1005 -- a registry line, not a fetch.",RYA-803 / RYA-710,,,
element,Eu,FULL_3D_NLTE,NONE,no,none,,,,,,,,,,,Eu II 6645 is HFS-summed and noise-floor-limited (RYA-565).,"No 3D-NLTE correction or engine we can run for this element. (We cannot COMPUTE full 3D from scratch for anything -- RYA-1008: no public full-3D NLTE RT code -- so every 3D capability here is a published grid/model we apply.) RYA-817 literature: solar=MEAN3D_NLTE, offsolar=NONE."
molecule,C2,LTE_linelist,HAVE,yes,Engine-B (synthesis),data/linelists/molecular/turbospectrum/C2,,iSpec input/linelists/turbospectrum/molecules (RYA-360),,,,,,RYA-742 (C2 Swan solar C indicator),,,
molecule,C2,NLTE_deck,NONE,no,Engine-B (TS-native),,,,,,,,,RYA-742 (C2 Swan solar C indicator),Only ONE molecular NLTE deck exists in our holdings (CO). Every other molecule is LTE-only.,,
molecule,CH,LTE_linelist,HAVE,yes,Engine-B (synthesis),data/linelists/molecular/turbospectrum/CH,,iSpec input/linelists/turbospectrum/molecules (RYA-360),,,,,,RYA-743 (CH G-band -- 'THE BITCH'),,,
